flim,combo_id,xy_pixel_um,z_pixel_um,stack_preprocess,enhance_thin_branches,image_fusion_percentile,image_fusion_weight,dendrite_closing_iterations,map_tag,pred_min,pred_max,pred_mean,frac3d_gt_0_1,frac_mip_gt_0_1,frac3d_gt_0_2,frac_mip_gt_0_2,frac3d_gt_0_3,frac_mip_gt_0_3,n_components_mip_0_2,largest_component_px_0_2,skel2d_len_0_2,skel3d_len_0_2,skel2d_len_0_3,skel3d_len_0_3,skel2d_len_0_5,skel3d_len_0_5,fused_map_tag,fused_pred_min,fused_pred_max,fused_pred_mean,fused_frac3d_gt_0_1,fused_frac_mip_gt_0_1,fused_frac3d_gt_0_2,fused_frac_mip_gt_0_2,fused_frac3d_gt_0_3,fused_frac_mip_gt_0_3,fused_n_components_mip_0_2,fused_largest_component_px_0_2,fused_skel2d_len_0_2,fused_skel3d_len_0_2,fused_skel2d_len_0_3,fused_skel3d_len_0_3,fused_skel2d_len_0_5,fused_skel3d_len_0_5,delta_frac_mip_0_2,delta_skel2d_0_3
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w40_c1,0.2666015625,2.0,tophat_clahe,True,90.0,0.4,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.826192136737518e-05,1.0,0.07453297823667526,0.16016211876502404,0.770751953125,0.16016211876502404,0.770751953125,0.16016153188852164,0.770751953125,130,49906.0,6922,14664,6922,14664,2237,2319,0.572906494140625,4657
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w40_c2,0.2666015625,2.0,tophat_clahe,True,90.0,0.4,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.826192136737518e-05,1.0,0.07453297823667526,0.16016211876502404,0.770751953125,0.16016211876502404,0.770751953125,0.16016153188852164,0.770751953125,130,49906.0,6922,14664,6922,14664,2237,2319,0.572906494140625,4657
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w55_c0,0.2666015625,2.0,tophat_clahe,True,90.0,0.55,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.5375640689162537e-05,1.0,0.08996821194887161,0.1493512667142428,0.756072998046875,0.14934891920823318,0.756072998046875,0.14934833233173078,0.756072998046875,174,48810.0,7878,23857,7878,23857,7878,23859,0.5582275390625,5613
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w55_c1,0.2666015625,2.0,tophat_clahe,True,90.0,0.55,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.826192136737518e-05,1.0,0.09593197703361511,0.16016211876502404,0.770751953125,0.16016211876502404,0.770751953125,0.16016153188852164,0.770751953125,130,49906.0,6922,14664,6922,14664,6922,14664,0.572906494140625,4657
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w55_c2,0.2666015625,2.0,tophat_clahe,True,90.0,0.55,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.826192136737518e-05,1.0,0.09593197703361511,0.16016211876502404,0.770751953125,0.16016211876502404,0.770751953125,0.16016153188852164,0.770751953125,130,49906.0,6922,14664,6922,14664,6922,14664,0.572906494140625,4657
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w70_c0,0.2666015625,2.0,tophat_clahe,True,90.0,0.7,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.5375640689162537e-05,1.0,0.10976985841989517,0.1493512667142428,0.756072998046875,0.14934891920823318,0.756072998046875,0.14934833233173078,0.756072998046875,174,48810.0,7878,23857,7878,23857,7878,23859,0.5582275390625,5613
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w70_c1,0.2666015625,2.0,tophat_clahe,True,90.0,0.7,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.826192136737518e-05,1.0,0.11735045164823532,0.16016211876502404,0.770751953125,0.16016211876502404,0.770751953125,0.16016153188852164,0.770751953125,130,49906.0,6922,14664,6922,14664,6922,14664,0.572906494140625,4657
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p90_w70_c2,0.2666015625,2.0,tophat_clahe,True,90.0,0.7,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.826192136737518e-05,1.0,0.11735045164823532,0.16016211876502404,0.770751953125,0.16016211876502404,0.770751953125,0.16016153188852164,0.770751953125,130,49906.0,6922,14664,6922,14664,6922,14664,0.572906494140625,4657
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w40_c0,0.2666015625,2.0,tophat_clahe,True,92.0,0.4,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.5375640689162537e-05,1.0,0.04935828223824501,0.09726245586688702,0.6017608642578125,0.09725658710186298,0.6017303466796875,0.09725130521334134,0.601715087890625,127,37610.0,5998,10406,6004,10413,2238,2323,0.4038848876953125,3739
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w40_c1,0.2666015625,2.0,tophat_clahe,True,92.0,0.4,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.05126337334513664,0.10196861853966346,0.6123504638671875,0.10196509728064904,0.6123046875,0.10195864163912259,0.6123046875,95,38666.0,5553,7693,5553,7693,2237,2319,0.414459228515625,3288
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w40_c2,0.2666015625,2.0,tophat_clahe,True,92.0,0.4,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.05126337334513664,0.10196861853966346,0.6123504638671875,0.10196509728064904,0.6123046875,0.10195864163912259,0.6123046875,95,38666.0,5553,7693,5553,7693,2237,2319,0.414459228515625,3288
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w55_c0,0.2666015625,2.0,tophat_clahe,True,92.0,0.55,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.5375640689162537e-05,1.0,0.06132424622774124,0.09726245586688702,0.6017608642578125,0.09725658710186298,0.6017303466796875,0.09725130521334134,0.601715087890625,127,37610.0,5998,10406,6004,10413,6005,10414,0.4038848876953125,3739
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w55_c1,0.2666015625,2.0,tophat_clahe,True,92.0,0.55,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.06393131613731384,0.10196861853966346,0.6123504638671875,0.10196509728064904,0.6123046875,0.10195864163912259,0.6123046875,95,38666.0,5553,7693,5553,7693,5553,7692,0.414459228515625,3288
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w55_c2,0.2666015625,2.0,tophat_clahe,True,92.0,0.55,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.06393131613731384,0.10196861853966346,0.6123504638671875,0.10196509728064904,0.6123046875,0.10195864163912259,0.6123046875,95,38666.0,5553,7693,5553,7693,5553,7692,0.414459228515625,3288
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w70_c0,0.2666015625,2.0,tophat_clahe,True,92.0,0.7,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.5375640689162537e-05,1.0,0.07330988347530365,0.09726245586688702,0.6017608642578125,0.09725658710186298,0.6017303466796875,0.09725130521334134,0.601715087890625,127,37610.0,5998,10406,6004,10413,6005,10414,0.4038848876953125,3739
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w70_c1,0.2666015625,2.0,tophat_clahe,True,92.0,0.7,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.07661890983581543,0.10196861853966346,0.6123504638671875,0.10196509728064904,0.6123046875,0.10195864163912259,0.6123046875,95,38666.0,5553,7693,5553,7693,5553,7692,0.414459228515625,3288
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p92_w70_c2,0.2666015625,2.0,tophat_clahe,True,92.0,0.7,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.07661890983581543,0.10196861853966346,0.6123504638671875,0.10196509728064904,0.6123046875,0.10195864163912259,0.6123046875,95,38666.0,5553,7693,5553,7693,5553,7692,0.414459228515625,3288
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w40_c0,0.2666015625,2.0,tophat_clahe,True,94.0,0.4,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.1683248633053154e-05,1.0,0.040024541318416595,0.07392061673677884,0.5146484375,0.07390946608323318,0.5145416259765625,0.0738994891826923,0.514495849609375,102,32213.0,5164,6982,5163,6986,2238,2323,0.3166961669921875,2898
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w40_c1,0.2666015625,2.0,tophat_clahe,True,94.0,0.4,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.041165705770254135,0.07671708327073318,0.521087646484375,0.07670299823467548,0.52093505859375,0.07669419508713943,0.5208892822265625,87,32762.0,4998,5877,4998,5877,2237,2319,0.323089599609375,2733
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w40_c2,0.2666015625,2.0,tophat_clahe,True,94.0,0.4,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.041165705770254135,0.07671708327073318,0.521087646484375,0.07670299823467548,0.52093505859375,0.07669419508713943,0.5208892822265625,87,32762.0,4998,5877,4998,5877,2237,2319,0.323089599609375,2733
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w55_c0,0.2666015625,2.0,tophat_clahe,True,94.0,0.55,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.1683248633053154e-05,1.0,0.04848689213395119,0.07392061673677884,0.5146484375,0.07390946608323318,0.5145416259765625,0.0738994891826923,0.514495849609375,102,32213.0,5164,6982,5163,6986,5160,6984,0.3166961669921875,2898
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w55_c1,0.2666015625,2.0,tophat_clahe,True,94.0,0.55,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.05004331097006798,0.07671708327073318,0.521087646484375,0.07670299823467548,0.52093505859375,0.07669419508713943,0.5208892822265625,87,32762.0,4998,5877,4998,5877,4997,5875,0.323089599609375,2733
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w55_c2,0.2666015625,2.0,tophat_clahe,True,94.0,0.55,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.05004331097006798,0.07671708327073318,0.521087646484375,0.07670299823467548,0.52093505859375,0.07669419508713943,0.5208892822265625,87,32762.0,4998,5877,4998,5877,4997,5875,0.323089599609375,2733
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w70_c0,0.2666015625,2.0,tophat_clahe,True,94.0,0.7,0,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,2.1683248633053154e-05,1.0,0.056968316435813904,0.07392061673677884,0.5146484375,0.07390946608323318,0.5145416259765625,0.0738994891826923,0.514495849609375,102,32213.0,5164,6982,5163,6986,5160,6984,0.3166961669921875,2898
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w70_c1,0.2666015625,2.0,tophat_clahe,True,94.0,0.7,1,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.058940090239048004,0.07671708327073318,0.521087646484375,0.07670299823467548,0.52093505859375,0.07669419508713943,0.5208892822265625,87,32762.0,4998,5877,4998,5877,4997,5875,0.323089599609375,2733
\\RY-LAB-WS04\ImagingData\Tetsuya\20260515\lowmags\AP5_pos6_256_4x_001.flim,pp_tophat_clahe_fus_p94_w70_c2,0.2666015625,2.0,tophat_clahe,True,94.0,0.7,2,raw,1.8479000573279336e-05,1.0,0.017631925642490387,0.018028846153846152,0.199981689453125,0.017804072453425482,0.197845458984375,0.017657353327824518,0.19677734375,22,10041.0,2282,2371,2265,2347,2238,2323,fused,5.35887447767891e-05,1.0,0.058940090239048004,0.07671708327073318,0.521087646484375,0.07670299823467548,0.52093505859375,0.07669419508713943,0.5208892822265625,87,32762.0,4998,5877,4998,5877,4997,5875,0.323089599609375,2733
