method,mse_maxproj_vs_ref,final_drift_z_um,final_drift_y_um,final_drift_x_um
01_traditional,0.0,0.0,0.0,0.0
02_xy_z_split,0.0,0.0,0.0,0.0
04_structure_laplacian,0.0,0.0,0.0,0.0
