image_rel,session,group,set_label,category,human_reject,assign_shift_px,assign_corr,drift_info_px,contrast_first,spine_drop,unc_dist_px,drift_df_px,drift_local_px,z_match_corr,z_neighbor_corr,bead_fraction,bright_cv,low_assign_corr,low_contrast,low_spine_drop,low_z_match,low_z_neighbor
keep/20260623_1_pos1__highmag_6_set0.png,20260623,1_pos1__highmag_6_,0.0,9,False,2.0155644370746373,0.8319250122705562,3.4132096806743752,2.1451612903225805,0.8080200501253133,0.9549999833106996,1.7464249196572978,0.316227766016838,0.9235333265727573,0.988288145498111,0.0382262996941896,0.8350584148783936,-0.8319250122705562,-2.1451612903225805,-0.8080200501253133,-0.9235333265727573,-0.988288145498111
keep/20260623_1_pos1__highmag_6_set1.png,20260623,1_pos1__highmag_6_,1.0,9,False,2.3048861143232218,0.6827564047935867,0.4242640792486407,1.4,0.7417582417582419,0.0,0.3162277660168379,0.282842712474619,0.953234838144602,0.986919143565038,0.03866565579984837,0.9546330163919504,-0.6827564047935867,-1.4,-0.7417582417582419,-0.953234838144602,-0.986919143565038
keep/20260623_1_pos1__highmag_6_set2.png,20260623,1_pos1__highmag_6_,2.0,2,True,2.692582403567252,0.4715793007560996,1.029563024519467,2.361111111111111,0.4941176470588235,13.531499862670898,2.23606797749979,0.4123105625617661,0.7068623520166282,0.9827622952597092,0.06520090978013647,0.9421504080328033,-0.4715793007560996,-2.361111111111111,-0.4941176470588235,-0.7068623520166282,-0.9827622952597092
keep/20260623_1_pos1__highmag_7_set0.png,20260623,1_pos1__highmag_7_,0.0,9,False,1.8027756377319943,0.8056261977388737,1.6278820601591937,2.333333333333333,0.9753694581280788,0.0,0.412310562561766,0.4123105625617661,0.8995928684651704,0.9883040152989333,0.04036557501904037,0.9030275613073517,-0.8056261977388737,-2.333333333333333,-0.9753694581280788,-0.8995928684651704,-0.9883040152989333
keep/20260623_1_pos1__highmag_7_set1.png,20260623,1_pos1__highmag_7_,1.0,9,False,2.3717082451262845,0.5256309588615959,20.35779948035414,1.3333333333333333,1.078125,0.9549999833106996,11.2,5.913543776789007,0.9283129803136945,0.9860780444983444,0.019908116385911178,0.8301378867338254,-0.5256309588615959,-1.3333333333333333,-1.078125,-0.9283129803136945,-0.9860780444983444
keep/20260623_1_pos1__highmag_7_set2.png,20260623,1_pos1__highmag_7_,2.0,2,True,4.422951503238533,0.4370217435162709,37.56447797909418,0.9333333333333332,0.9033613445378152,25.820098876953125,15.463828762631849,5.79396237474839,0.9269229681585253,0.9820124009631903,0.022953328232593728,1.0327473859032426,-0.4370217435162709,-0.9333333333333332,-0.9033613445378152,-0.9269229681585253,-0.9820124009631903
keep/20260623_2_pos1__highmag_1_set0.png,20260623,2_pos1__highmag_1_,0.0,9,False,1.118033988749895,0.646126497999887,5.385164807134505,1.2222222222222223,0.9545454545454544,0.9549999833106996,3.132091952673165,0.4,0.9024496501401107,0.9889457115424449,0.013740458015267175,0.9816910397713638,-0.646126497999887,-1.2222222222222223,-0.9545454545454544,-0.9024496501401107,-0.9889457115424449
keep/20260623_2_pos1__highmag_1_set1.png,20260623,2_pos1__highmag_1_,1.0,9,False,3.0413812651491097,0.5428523583152791,12.9247824625214,1.263157894736842,0.5480769230769231,1.3693000078201294,6.661080993352355,1.3038404810405295,0.9147198202212335,0.9886987884714205,0.013793103448275862,1.0011068556220266,-0.5428523583152791,-1.263157894736842,-0.5480769230769231,-0.9147198202212335,-0.9886987884714205
keep/20260623_2_pos1__highmag_1_set2.png,20260623,2_pos1__highmag_1_,2.0,9,False,3.1622776601683795,0.3060707781815082,12.677539272050057,1.95,1.0955710955710956,0.0,8.864536084872123,2.220360331117452,0.8954067664048493,0.9887388029686139,0.005271084337349397,1.0141741884677986,-0.3060707781815082,-1.95,-1.0955710955710956,-0.8954067664048493,-0.9887388029686139
keep/20260623_2_pos1__highmag_2_set0.png,20260623,2_pos1__highmag_2_,0.0,9,False,0.5,0.7322754837045586,1.0000000095367432,2.6666666666666665,0.8,0.0,1.3038404810405295,0.4,0.8827168533584712,0.9873016299302153,0.05896043444530644,0.5290470506146883,-0.7322754837045586,-2.6666666666666665,-0.8,-0.8827168533584712,-0.9873016299302153
keep/20260623_2_pos1__highmag_3_set0.png,20260623,2_pos1__highmag_3_,0.0,9,False,1.25,0.7846429647824643,1.902629762020157,2.4444444444444446,0.8636363636363635,1.3693000078201294,1.8027756377319948,0.447213595499958,0.8092643990354862,0.9823397662472888,0.069713400464756,0.8382689453883434,-0.7846429647824643,-2.4444444444444446,-0.8636363636363635,-0.8092643990354862,-0.9823397662472888
keep/20260623_2_pos1__highmag_3_set1.png,20260623,2_pos1__highmag_3_,1.0,9,False,2.0615528128088303,0.6427560832125244,5.6044625103928,0.8823529411764706,0.7083333333333334,0.0,3.114482300479488,0.7211102550927979,0.9088559062914483,0.9861946012864767,0.03379416282642089,0.7944763045497918,-0.6427560832125244,-0.8823529411764706,-0.7083333333333334,-0.9088559062914483,-0.9861946012864767
keep/20260623_2_pos1__highmag_3_set2.png,20260623,2_pos1__highmag_3_,2.0,9,False,2.3048861143232218,0.5145649587006665,4.949747522253799,1.2666666666666666,1.0714285714285716,0.9549999833106996,2.2,0.5099019513592785,0.8996337008783957,0.9871589527323863,0.0401819560272934,0.9577922150691462,-0.5145649587006665,-1.2666666666666666,-1.0714285714285716,-0.8996337008783957,-0.9871589527323863
keep/20260623_2_pos1__highmag_4_set0.png,20260623,2_pos1__highmag_4_,0.0,9,False,1.6770509831248424,0.7522790893234307,3.9319206003938394,1.1666666666666667,1.2857142857142856,0.0,1.711724276862369,0.5385164807134505,0.7547031059621636,0.9856327375163079,0.184984520123839,0.4454434778631893,-0.7522790893234307,-1.1666666666666667,-1.2857142857142856,-0.7547031059621636,-0.9856327375163079
keep/20260623_2_pos1__highmag_4_set1.png,20260623,2_pos1__highmag_4_,1.0,9,False,2.5,0.5973309676989949,1.513274642110646,0.7156862745098039,1.197651663405088,0.9549999833106996,1.7117242768623688,0.9055385138137416,0.7892431822506083,0.9797617170476389,0.02050113895216401,0.668897767812364,-0.5973309676989949,-0.7156862745098039,-1.197651663405088,-0.7892431822506083,-0.9797617170476389
keep/20260623_2_pos1__highmag_5_set0.png,20260623,2_pos1__highmag_5_,0.0,9,False,3.010398644698074,0.739420405019098,1.5000000447034836,0.85,0.7894736842105263,0.0,2.3853720883753127,2.4041630560342613,0.6688975590673001,0.9819054620217197,0.03590527119938885,0.5462028143318651,-0.739420405019098,-0.85,-0.7894736842105263,-0.6688975590673001,-0.9819054620217197
keep/20260623_2_pos1__highmag_5_set1.png,20260623,2_pos1__highmag_5_,1.0,2,True,3.051638903933425,0.5997841308131032,1.299999940395355,1.8571428571428568,1.0769230769230769,2.3243000507354736,1.1000000000000014,1.9026297590440449,0.8700117230316361,0.9877606648165767,0.03215926493108729,0.5846142482016894,-0.5997841308131032,-1.8571428571428568,-1.0769230769230769,-0.8700117230316361,-0.9877606648165767
keep/20260623_2_pos1__highmag_5_set2.png,20260623,2_pos1__highmag_5_,2.0,9,False,3.400367627183861,0.5256002671542945,1.199999976158142,1.868131868131868,0.8170278637770898,1.3693000078201294,1.8248287590894656,0.1414213562373095,0.8610110860047295,0.9877860209329787,0.0060790273556231,0.6430992750428779,-0.5256002671542945,-1.868131868131868,-0.8170278637770898,-0.8610110860047295,-0.9877860209329787
keep/20260623_2_pos1__highmag_6_set0.png,20260623,2_pos1__highmag_6_,0.0,9,False,3.2015621187164243,0.6759082918472902,0.8062257805594657,1.6153846153846154,1.0974025974025974,0.9549999833106996,0.8062257748298548,0.1414213562373095,0.8648036911978602,0.988335619591725,0.11085626911314984,0.4707220637743246,-0.6759082918472902,-1.6153846153846154,-1.0974025974025974,-0.8648036911978602,-0.988335619591725
keep/20260623_2_pos1__highmag_6_set1.png,20260623,2_pos1__highmag_6_,1.0,9,False,5.350233639758174,0.527289662478981,1.2041594596116931,0.8823529411764706,0.6725274725274726,0.0,0.6403124237432848,0.2,0.9362680788095478,0.9875573712113004,0.042682926829268296,0.5860957249200167,-0.527289662478981,-0.8823529411764706,-0.6725274725274726,-0.9362680788095478,-0.9875573712113004
