image_rel,session,group,set_label,category,human_reject,assign_shift_px,assign_corr,drift_info_px,contrast_first,spine_drop,unc_dist_px,drift_df_px,drift_local_px
keep/20260701_pos1__highmag_4_set2.png,20260701,pos1__highmag_4_,2.0,9,False,2.7613402542968153,0.6565985372915828,9.52732928893934,1.5,0.6666666666666666,0.0,4.997999599839919,1.0
keep/20260701_pos1__highmag_5_set0.png,20260701,pos1__highmag_5_,0.0,9,False,1.6770509831248424,0.6989336411460483,6.212889874580288,2.0,1.0,0.0,2.729468812791236,0.5385164807134505
keep/20260701_pos1__highmag_5_set1.png,20260701,pos1__highmag_5_,1.0,9,False,1.8200274723201295,0.666885749791693,6.307138753093167,1.0555555555555556,0.8612440191387559,0.9549999833106995,3.7363083384538807,0.42426406871192857
keep/20260701_pos1__highmag_5_set2.png,20260701,pos1__highmag_5_,2.0,9,False,1.9039432764659772,0.6393748304537392,5.700877125469552,3.0344827586206895,0.8238636363636364,3.2792999744415283,3.705401462729781,0.316227766016838
keep/20260701_pos1__highmag_5_set3.png,20260701,pos1__highmag_5_,3.0,9,False,1.7677669529663689,0.5515621324841429,6.1294372009138955,1.3,0.5982905982905983,1.3693000078201294,4.741307836451879,0.5
keep/20260701_pos1__highmag_6_set0.png,20260701,pos1__highmag_6_,0.0,9,False,1.2747548783981961,0.8179523596193512,5.135172742488951,1.3333333333333333,1.0,0.0,1.334166406412634,3.939543120718442
keep/20260701_pos1__highmag_6_set1.png,20260701,pos1__highmag_6_,1.0,9,False,1.0606601717798212,0.8035267584475619,3.7735924120710282,1.0,1.3333333333333333,0.0,3.55105618091294,0.7999999999999999
keep/20260701_pos1__highmag_6_set2.png,20260701,pos1__highmag_6_,2.0,9,False,1.4577379737113252,0.7661332587463356,4.738143094337341,1.5,0.9444444444444445,0.0,1.6031219541881399,3.8897300677553446
keep/20260701_pos1__highmag_6_set3.png,20260701,pos1__highmag_6_,3.0,9,False,2.25,0.7298391185096839,9.512623199982185,2.0,1.0,0.9549999833106995,3.66742416417845,4.738143096192852
keep/20260701_pos2__highmag_1_set0.png,20260701,pos2__highmag_1_,0.0,9,False,1.346291201783626,0.7625846479733123,2.6019223724939478,2.3333333333333335,0.8571428571428571,0.0,2.4083189157584592,0.3
keep/20260701_pos2__highmag_1_set1.png,20260701,pos2__highmag_1_,1.0,9,False,0.5590169943749475,0.7242983636382009,5.056678665153604,1.3333333333333333,1.0,2.3243000507354736,4.301162633521313,2.002498439450078
keep/20260701_pos2__highmag_1_set2.png,20260701,pos2__highmag_1_,2.0,9,False,1.8200274723201295,0.7472672595036347,1.3416408131558812,0.6666666666666666,1.3333333333333333,0.0,0.44721359549995754,0.8999999999999999
keep/20260701_pos2__highmag_2_set0.png,20260701,pos2__highmag_2_,0.0,9,False,1.8200274723201295,0.9181721254721805,3.2062439084692307,3.0,0.787878787878788,0.0,1.3,1.5524174696260025
keep/20260701_pos2__highmag_2_set1.png,20260701,pos2__highmag_2_,1.0,9,False,2.704163456597992,0.6418312233830257,3.7121422622975646,3.875,0.6212664277180406,0.0,2.7,5.903388857258177
keep/20260701_pos2__highmag_2_set2.png,20260701,pos2__highmag_2_,2.0,9,False,1.0307764064044151,0.8635292940122851,10.720074535531545,1.125,0.9411764705882353,1.909999966621399,2.4515301344262523,2.8442925306655784
keep/20260701_pos2__highmag_2_set3.png,20260701,pos2__highmag_2_,3.0,9,False,2.3717082451262845,0.8652474785503171,4.8877398128713105,1.1818181818181819,0.9565217391304347,4.107900142669678,3.3060550509633075,0.4123105625617661
keep/20260701_pos2__highmag_3_set0.png,20260701,pos2__highmag_3_,0.0,2,True,1.5811388300841898,0.9124595185034576,2.501999208203102,1.0909090909090908,0.8333333333333334,13.657899856567383,2.4331050121192876,0.36055512754639896
keep/20260701_pos2__highmag_3_set1.png,20260701,pos2__highmag_3_,1.0,9,False,2.3048861143232218,0.9021936026051552,2.236067974567629,1.7,0.8496732026143791,0.0,2.596150997149434,1.6031219541881399
keep/20260701_pos2__highmag_3_set2.png,20260701,pos2__highmag_3_,2.0,9,False,1.6770509831248424,0.8862135004950816,5.456189233238338,0.7692307692307693,0.9454545454545454,1.909999966621399,2.1540659228538015,1.2649110640673518
keep/20260701_pos2__highmag_3_set3.png,20260701,pos2__highmag_3_,3.0,9,False,4.16082924427331,0.8621852292774886,3.9204592535147107,1.3571428571428572,0.7368421052631579,0.0,1.3601470508735438,1.8788294228055937
keep/20260701_pos2__highmag_4_set0.png,20260701,pos2__highmag_4_,0.0,9,False,0.9013878188659973,0.8983605942882614,3.4058772375717092,1.8,1.1111111111111112,0.9549999833106995,0.42426406871192857,0.4123105625617661
keep/20260701_pos2__highmag_4_set1.png,20260701,pos2__highmag_4_,1.0,9,False,1.2747548783981961,0.8830398383154043,1.7117243173422523,1.6923076923076923,0.7755681818181819,0.0,0.5385164807134505,0.9219544457292886
keep/20260701_pos2__highmag_4_set2.png,20260701,pos2__highmag_4_,2.0,9,False,0.7071067811865476,0.8133171879219195,4.11096086321448,2.9583333333333335,0.7357083678541838,0.0,0.4123105625617661,0.316227766016838
keep/20260701_pos2__highmag_5_set0.png,20260701,pos2__highmag_5_,0.0,9,False,1.4577379737113252,0.924202427179793,2.9154758999920496,2.1,0.8095238095238094,0.9549999833106995,1.9,1.1704699910719623
keep/20260909_AP5_12_pos1__highmag_1_set0.png,20260909,AP5_12_pos1__highmag_1_,0.0,9,False,1.7677669529663689,0.7969411254957661,6.708203932499369,1.875,0.9333333333333333,0.0,6.149186938124422,8.253787009609589
keep/20260909_AP5_12_pos1__highmag_1_set2.png,20260909,AP5_12_pos1__highmag_1_,2.0,9,False,1.346291201783626,0.649320521823714,5.0,1.0,1.0,0.0,5.25,5.062114182829147
keep/20260909_AP5_12_pos1__highmag_2_set0.png,20260909,AP5_12_pos1__highmag_2_,0.0,9,False,2.850438562747845,0.878045970968859,7.810249675906654,1.6666666666666667,0.75,0.0,7.9726093595509875,7.850159234053791
keep/20260909_AP5_12_pos1__highmag_2_set1.png,20260909,AP5_12_pos1__highmag_2_,1.0,9,False,2.462214450449026,0.5421391267850598,6.082762530298219,1.0,1.0,1.909999966621399,6.046693311223912,5.5901699437494745
keep/20260909_AP5_12_pos1__highmag_2_set2.png,20260909,AP5_12_pos1__highmag_2_,2.0,9,False,2.3048861143232218,0.46795855273792564,9.0,1.0,0.75,0.0,9.003471552684553,4.6097722286464435
keep/20260909_AP5_12_pos1__highmag_2_set3.png,20260909,AP5_12_pos1__highmag_2_,3.0,2,True,0.5,0.4030447963003223,4.123105625617661,1.5,0.6666666666666666,28.109298706054688,3.5794552658190883,5.0
keep/20260909_AP5_12_pos1__highmag_4_set0.png,20260909,AP5_12_pos1__highmag_4_,0.0,9,False,1.4577379737113252,0.7626062820707814,10.816653826391969,1.3333333333333333,0.5625,1.909999966621399,10.891510455395983,7.420411039827915
keep/20260909_AP5_12_pos1__highmag_4_set1.png,20260909,AP5_12_pos1__highmag_4_,1.0,9,False,3.0413812651491097,0.5981588729796071,9.0,1.6,0.78125,0.9549999833106995,9.003471552684553,6.209871174187111
