flim_series,uncaging_file,uncaging_frame_index,uncaging_center_z,uncaging_center_y,uncaging_center_x,roi_center_z,roi_center_y,roi_center_x,roi_half_z,roi_half_y,roi_half_x
AP5_pos6__highmag_4_002,G:\ImagingData\Tetsuya\20260515\auto1 - Copy\AP5_pos6__highmag_4_006.flim,16,7,45.75,54.25,7,46,54,2,30,30
