method,mse_maxproj_vs_ref,final_drift_z_um,final_drift_y_um,final_drift_x_um
02_xy_z_split,1513.5853732017777,-0.1,0.0,0.6265136718750001
04_structure_laplacian,1516.8968592302476,0.1,0.092626953125,0.07998046874999999
01_traditional,1544.3435896142712,0.0,0.0,0.6998291015625
