method,mse_maxproj_vs_ref,final_drift_z_um,final_drift_y_um,final_drift_x_um
04_structure_laplacian,268.12024149736175,0.1,0.02646484375,-0.146630859375
01_traditional,274.6163642906256,0.0,0.066162109375,-0.0333251953125
02_xy_z_split,280.34944941332526,0.1,0.066162109375,0.013330078125
