method,mse_maxproj_vs_ref,final_drift_z_um,final_drift_y_um,final_drift_x_um
01_traditional,294.07228700939703,0.0,0.2646484375,0.0333251953125
02_xy_z_split,297.9622267372575,0.2,0.224951171875,0.013330078125
04_structure_laplacian,305.54962197432945,0.1,0.23818359375,0.0533203125
