method,mse_maxproj_vs_ref,final_drift_z_um,final_drift_y_um,final_drift_x_um
04_structure_laplacian,299.57194008038,0.0,0.529296875,0.093310546875
01_traditional,349.53936773186456,0.25,0.0,0.0333251953125
02_xy_z_split,429.2339909876994,0.0,0.013232421875,-0.13330078125
