method,mse_full,mse_roi,final_y_um,final_x_um,max_y_um,max_x_um
A_baseline_fourier,288.3385490701576,424.2543366155596,0.066162109375,-0.0333251953125,1.0255126953125,0.2666015625
B_spline_constant,303.7462469174971,411.1823309098921,0.066162109375,-0.02666015625,1.0321289062499999,0.2666015625
C_roi_corr_spline,335.72201952612374,446.91487111698603,0.07939453125,0.013330078125,1.164453125,0.27993164062500003
D_roi_xy_z_split,460.19902513591853,641.5384886538885,0.066162109375,0.013330078125,0.60869140625,0.0533203125
E_roi_adjacent,476.0289863432502,759.6068737607402,-0.0661621093750002,-0.02666015625000001,0.9130371093749999,0.09331054687500001
F_central_margin,314.92675540429457,466.2459131967394,0.039697265625,-0.02666015625,1.045361328125,0.22661132812499998
G_two_stage_roi,312.7487706040985,387.42797973121833,0.092626953125,-0.013330078125,1.08505859375,0.2666015625
H_motor_only,1277.5285032375293,1439.2693985459355,-1.5999999999985448,1.2000000000043658,1.5999999999985448,1.4000000000014554
I_motor_roi_refine,675.0971258814877,742.3838290372328,-0.40908203124854475,0.13359375000436569,1.3999999999978172,0.44008789062791037
